,Declaration Date,State,County,Start Date,End Date,Close Date,Year
33851,03/14/2008,TX,Liberty County,03/14/2008,09/01/2008,10/22/2012,2008
33852,03/14/2008,TX,Limestone County,03/14/2008,09/01/2008,10/22/2012,2008
33853,03/14/2008,TX,Lipscomb County,03/14/2008,09/01/2008,10/22/2012,2008
33854,03/14/2008,TX,Live Oak County,03/14/2008,09/01/2008,10/22/2012,2008
33855,03/14/2008,TX,Llano County,03/14/2008,09/01/2008,10/22/2012,2008
33856,03/14/2008,TX,Loving County,03/14/2008,09/01/2008,10/22/2012,2008
33857,03/14/2008,TX,Lubbock County,03/14/2008,09/01/2008,10/22/2012,2008
33858,03/14/2008,TX,Lynn County,03/14/2008,09/01/2008,10/22/2012,2008
33859,03/14/2008,TX,McCulloch County,03/14/2008,09/01/2008,10/22/2012,2008
33860,03/14/2008,TX,McLennan County,03/14/2008,09/01/2008,10/22/2012,2008
33861,03/14/2008,TX,McMullen County,03/14/2008,09/01/2008,10/22/2012,2008
33862,03/14/2008,TX,Madison County,03/14/2008,09/01/2008,10/22/2012,2008
33863,03/14/2008,TX,Martin County,03/14/2008,09/01/2008,10/22/2012,2008
33864,03/14/2008,TX,Mason County,03/14/2008,09/01/2008,10/22/2012,2008
33865,03/14/2008,TX,Maverick County,03/14/2008,09/01/2008,10/22/2012,2008
33866,03/14/2008,TX,Medina County,03/14/2008,09/01/2008,10/22/2012,2008
33867,03/14/2008,TX,Menard County,03/14/2008,09/01/2008,10/22/2012,2008
33868,03/14/2008,TX,Midland County,03/14/2008,09/01/2008,10/22/2012,2008
33869,03/14/2008,TX,Milam County,03/14/2008,09/01/2008,10/22/2012,2008
33870,03/14/2008,TX,Mills County,03/14/2008,09/01/2008,10/22/2012,2008
33871,03/14/2008,TX,Mitchell County,03/14/2008,09/01/2008,10/22/2012,2008
33872,03/14/2008,TX,Montague County,03/14/2008,09/01/2008,10/22/2012,2008
33873,03/14/2008,TX,Montgomery County,03/14/2008,09/01/2008,10/22/2012,2008
33874,03/14/2008,TX,Moore County,03/14/2008,09/01/2008,10/22/2012,2008
33875,03/14/2008,TX,Motley County,03/14/2008,09/01/2008,10/22/2012,2008
33876,03/14/2008,TX,Navarro County,03/14/2008,09/01/2008,10/22/2012,2008
33877,03/14/2008,TX,Newton County,03/14/2008,09/01/2008,10/22/2012,2008
33878,03/14/2008,TX,Nolan County,03/14/2008,09/01/2008,10/22/2012,2008
33879,03/14/2008,TX,Nueces County,03/14/2008,09/01/2008,10/22/2012,2008
33880,03/14/2008,TX,Ochiltree County,03/14/2008,09/01/2008,10/22/2012,2008
33881,03/14/2008,TX,Oldham County,03/14/2008,09/01/2008,10/22/2012,2008
33882,03/14/2008,TX,Orange County,03/14/2008,09/01/2008,10/22/2012,2008
33883,03/14/2008,TX,Palo Pinto County,03/14/2008,09/01/2008,10/22/2012,2008
33884,03/14/2008,TX,Panola County,03/14/2008,09/01/2008,10/22/2012,2008
33885,03/14/2008,TX,Parker County,03/14/2008,09/01/2008,10/22/2012,2008
33886,03/14/2008,TX,Parmer County,03/14/2008,09/01/2008,10/22/2012,2008
33887,03/14/2008,TX,Pecos County,03/14/2008,09/01/2008,10/22/2012,2008
33888,03/14/2008,TX,Potter County,03/14/2008,09/01/2008,10/22/2012,2008
33889,03/14/2008,TX,Presidio County,03/14/2008,09/01/2008,10/22/2012,2008
33890,03/14/2008,TX,Rains County,03/14/2008,09/01/2008,10/22/2012,2008
33891,03/14/2008,TX,Randall County,03/14/2008,09/01/2008,10/22/2012,2008
33892,03/14/2008,TX,Reagan County,03/14/2008,09/01/2008,10/22/2012,2008
33893,03/14/2008,TX,Real County,03/14/2008,09/01/2008,10/22/2012,2008
33894,03/14/2008,TX,Red River County,03/14/2008,09/01/2008,10/22/2012,2008
33895,03/14/2008,TX,Reeves County,03/14/2008,09/01/2008,10/22/2012,2008
33896,03/14/2008,TX,Refugio County,03/14/2008,09/01/2008,10/22/2012,2008
33897,03/14/2008,TX,Roberts County,03/14/2008,09/01/2008,10/22/2012,2008
33898,03/14/2008,TX,Robertson County,03/14/2008,09/01/2008,10/22/2012,2008
33899,03/14/2008,TX,Rockwall County,03/14/2008,09/01/2008,10/22/2012,2008
33900,03/14/2008,TX,Runnels County,03/14/2008,09/01/2008,10/22/2012,2008
33901,03/14/2008,TX,Rusk County,03/14/2008,09/01/2008,10/22/2012,2008
33902,03/14/2008,TX,Sabine County,03/14/2008,09/01/2008,10/22/2012,2008
33903,03/14/2008,TX,San Patricio County,03/14/2008,09/01/2008,10/22/2012,2008
33904,03/14/2008,TX,San Saba County,03/14/2008,09/01/2008,10/22/2012,2008
33905,03/14/2008,TX,Schleicher County,03/14/2008,09/01/2008,10/22/2012,2008
33906,03/14/2008,TX,Scurry County,03/14/2008,09/01/2008,10/22/2012,2008
33907,03/14/2008,TX,Shackelford County,03/14/2008,09/01/2008,10/22/2012,2008
33908,03/14/2008,TX,Sherman County,03/14/2008,09/01/2008,10/22/2012,2008
33909,03/14/2008,TX,Smith County,03/14/2008,09/01/2008,10/22/2012,2008
33910,03/14/2008,TX,Somervell County,03/14/2008,09/01/2008,10/22/2012,2008
33911,03/14/2008,TX,Starr County,03/14/2008,09/01/2008,10/22/2012,2008
33912,03/14/2008,TX,Stephens County,03/14/2008,09/01/2008,10/22/2012,2008
33913,03/14/2008,TX,Sterling County,03/14/2008,09/01/2008,10/22/2012,2008
33914,03/14/2008,TX,Stonewall County,03/14/2008,09/01/2008,10/22/2012,2008
33915,03/14/2008,TX,Sutton County,03/14/2008,09/01/2008,10/22/2012,2008
33916,03/14/2008,TX,Swisher County,03/14/2008,09/01/2008,10/22/2012,2008
33917,03/14/2008,TX,Tarrant County,03/14/2008,09/01/2008,10/22/2012,2008
33918,03/14/2008,TX,Taylor County,03/14/2008,09/01/2008,10/22/2012,2008
33919,03/14/2008,TX,Terrell County,03/14/2008,09/01/2008,10/22/2012,2008
33920,03/14/2008,TX,Terry County,03/14/2008,09/01/2008,10/22/2012,2008
33921,03/14/2008,TX,Throckmorton County,03/14/2008,09/01/2008,10/22/2012,2008
33922,03/14/2008,TX,Titus County,03/14/2008,09/01/2008,10/22/2012,2008
33923,03/14/2008,TX,Tom Green County,03/14/2008,09/01/2008,10/22/2012,2008
33924,03/14/2008,TX,Travis County,03/14/2008,09/01/2008,10/22/2012,2008
33925,03/14/2008,TX,Tyler County,03/14/2008,09/01/2008,10/22/2012,2008
33926,03/14/2008,TX,Upshur County,03/14/2008,09/01/2008,10/22/2012,2008
33927,03/14/2008,TX,Upton County,03/14/2008,09/01/2008,10/22/2012,2008
33928,03/14/2008,TX,Uvalde County,03/14/2008,09/01/2008,10/22/2012,2008
33929,03/14/2008,TX,Val Verde County,03/14/2008,09/01/2008,10/22/2012,2008
33930,03/14/2008,TX,Van Zandt County,03/14/2008,09/01/2008,10/22/2012,2008
33931,03/14/2008,TX,Walker County,03/14/2008,09/01/2008,10/22/2012,2008
33932,03/14/2008,TX,Waller County,03/14/2008,09/01/2008,10/22/2012,2008
33933,03/14/2008,TX,Ward County,03/14/2008,09/01/2008,10/22/2012,2008
33934,03/14/2008,TX,Washington County,03/14/2008,09/01/2008,10/22/2012,2008
33935,03/14/2008,TX,Webb County,03/14/2008,09/01/2008,10/22/2012,2008
33936,03/14/2008,TX,Wheeler County,03/14/2008,09/01/2008,10/22/2012,2008
33937,03/14/2008,TX,Wichita County,03/14/2008,09/01/2008,10/22/2012,2008
33938,03/14/2008,TX,Wilbarger County,03/14/2008,09/01/2008,10/22/2012,2008
33939,03/14/2008,TX,Willacy County,03/14/2008,09/01/2008,10/22/2012,2008
33940,03/14/2008,TX,Williamson County,03/14/2008,09/01/2008,10/22/2012,2008
33941,03/14/2008,TX,Wilson County,03/14/2008,09/01/2008,10/22/2012,2008
33942,03/14/2008,TX,Winkler County,03/14/2008,09/01/2008,10/22/2012,2008
33943,03/14/2008,TX,Wise County,03/14/2008,09/01/2008,10/22/2012,2008
33944,03/14/2008,TX,Wood County,03/14/2008,09/01/2008,10/22/2012,2008
33945,03/14/2008,TX,Yoakum County,03/14/2008,09/01/2008,10/22/2012,2008
33946,03/14/2008,TX,Young County,03/14/2008,09/01/2008,10/22/2012,2008
33947,03/14/2008,TX,Zapata County,03/14/2008,09/01/2008,10/22/2012,2008
33948,03/14/2008,TX,Zavala County,03/14/2008,09/01/2008,10/22/2012,2008
33949,03/15/2008,TX,Dimmit County,03/15/2008,03/18/2008,09/13/2012,2008
33950,03/15/2008,TX,La Salle County,03/15/2008,03/18/2008,09/13/2012,2008
34022,03/19/2008,TX,Brooks County,03/19/2008,03/23/2008,09/13/2012,2008
34034,03/19/2008,TX,Brooks County,03/18/2008,03/23/2008,09/13/2012,2008
34042,03/21/2008,OK,Woodward County,03/21/2008,,04/09/2010,2008
34102,03/27/2008,TX,Howard County,03/27/2008,03/31/2008,09/13/2012,2008
34103,03/31/2008,TX,Howard County,03/31/2008,04/04/2008,09/13/2012,2008
34104,04/10/2008,TX,Andrews County,04/10/2008,04/14/2008,09/13/2012,2008
34105,04/15/2008,CO,Crowley County,04/15/2008,04/17/2008,02/25/2010,2008
34106,04/16/2008,TX,Jim Hogg County,04/16/2008,04/18/2008,09/13/2012,2008
34107,04/21/2008,NM,Torrance County,04/21/2008,07/02/2008,06/23/2011,2008
34128,04/27/2008,CA,Los Angeles County,04/26/2008,05/02/2008,09/29/2011,2008
34129,05/01/2008,TX,Martin County,05/01/2008,05/04/2008,09/13/2012,2008
34130,05/01/2008,TX,Midland County,05/01/2008,05/04/2008,09/13/2012,2008
34180,05/12/2008,FL,Brevard County,05/11/2008,,06/08/2011,2008
34212,05/22/2008,CA,Santa Clara County,05/22/2008,05/28/2008,10/05/2010,2008
34213,05/22/2008,CA,Santa Cruz County,05/22/2008,05/28/2008,10/05/2010,2008
34330,06/03/2008,TX,Bell County,06/03/2008,06/03/2008,09/13/2012,2008
34331,06/04/2008,TX,Jeff Davis County,06/04/2008,06/04/2008,09/13/2012,2008
34332,06/04/2008,TX,Presidio County,06/04/2008,06/04/2008,09/13/2012,2008
34333,06/05/2008,OK,Kiowa County,06/05/2008,06/05/2008,07/10/2012,2008
34384,06/10/2008,CA,Butte County,06/10/2008,06/13/2008,09/29/2011,2008
34385,06/11/2008,CA,Santa Cruz County,06/11/2008,06/17/2008,10/05/2010,2008
34386,06/11/2008,CA,Butte County,06/11/2008,06/18/2008,10/05/2010,2008
34387,06/13/2008,NC,Hyde County,06/13/2008,,09/27/2013,2008
34388,06/13/2008,NC,Tyrrell County,06/13/2008,,09/27/2013,2008
34389,06/13/2008,NC,Washington County,06/13/2008,,09/27/2013,2008
34425,06/16/2008,TX,Brown County,06/16/2008,06/19/2008,09/13/2012,2008
34444,06/20/2008,CA,Santa Cruz County,06/20/2008,,03/16/2009,2008
34507,06/22/2008,CA,Napa County,06/21/2008,,10/05/2011,2008
34508,06/22/2008,CA,Solano County,06/21/2008,,10/05/2011,2008
34534,06/25/2008,NM,Torrance County,06/25/2008,06/25/2008,06/02/2011,2008
34602,06/27/2008,CO,Park County,06/24/2008,,05/04/2011,2008
34603,06/27/2008,CO,Teller County,06/24/2008,,05/04/2011,2008
34604,06/28/2008,CA,Hoopa Valley Indian Reservation,06/20/2008,08/20/2008,05/11/2015,2008
34605,06/28/2008,CA,Yurok Indian Reservation,06/20/2008,08/20/2008,05/11/2015,2008
34606,06/28/2008,CA,Butte County,06/20/2008,08/20/2008,05/11/2015,2008
34607,06/28/2008,CA,Kern County,06/20/2008,08/20/2008,05/11/2015,2008
34608,06/28/2008,CA,Mariposa County,06/20/2008,08/20/2008,05/11/2015,2008
34609,06/28/2008,CA,Mendocino County,06/20/2008,08/20/2008,05/11/2015,2008
34610,06/28/2008,CA,Monterey County,06/20/2008,08/20/2008,05/11/2015,2008
34611,06/28/2008,CA,Plumas County,06/20/2008,08/20/2008,05/11/2015,2008
34612,06/28/2008,CA,Santa Barbara County,06/20/2008,08/20/2008,05/11/2015,2008
34613,06/28/2008,CA,Santa Clara County,06/20/2008,08/20/2008,05/11/2015,2008
34614,06/28/2008,CA,Santa Cruz County,06/20/2008,08/20/2008,05/11/2015,2008
34615,06/28/2008,CA,Shasta County,06/20/2008,08/20/2008,05/11/2015,2008
34616,06/28/2008,CA,Trinity County,06/20/2008,08/20/2008,05/11/2015,2008
34617,06/29/2008,AZ,Yavapai County,06/29/2008,07/05/2008,10/28/2010,2008
34618,07/04/2008,CA,Monterey County,07/04/2008,,03/16/2009,2008
34619,07/04/2008,CA,Santa Barbara County,07/03/2008,,03/16/2009,2008
34620,07/08/2008,CA,Butte County,06/21/2008,,03/16/2009,2008
34731,07/11/2008,WA,Douglas County,07/10/2008,07/18/2008,01/10/2011,2008
34732,07/11/2008,WA,Spokane County,07/10/2008,07/19/2008,01/10/2011,2008
34769,08/07/2008,TX,Williamson County,08/07/2008,08/14/2008,09/13/2012,2008
35229,09/02/2008,CA,Placer County,09/01/2008,09/03/2008,09/29/2011,2008
35419,09/17/2008,OR,Klamath County,09/16/2008,,05/30/2012,2008
35598,10/12/2008,CA,Los Angeles County,10/12/2008,10/17/2008,10/06/2011,2008
35599,10/13/2008,CA,Los Angeles County,10/13/2008,10/19/2008,09/29/2011,2008
35727,11/14/2008,CA,Santa Barbara County,11/13/2008,,04/28/2009,2008
35728,11/15/2008,CA,Los Angeles County,11/15/2008,11/20/2008,10/06/2011,2008
35729,11/15/2008,CA,Orange County,11/15/2008,11/20/2008,10/06/2011,2008
35730,11/15/2008,CA,Riverside County,11/15/2008,11/20/2008,10/06/2011,2008
35731,11/15/2008,CA,San Bernardino County,11/15/2008,11/20/2008,10/06/2011,2008
35732,11/15/2008,CA,Los Angeles County,11/14/2008,,04/28/2009,2008
35733,11/18/2008,CA,Los Angeles County,11/13/2008,11/28/2008,,2008
35734,11/18/2008,CA,Orange County,11/13/2008,11/28/2008,,2008
35735,11/18/2008,CA,Riverside County,11/13/2008,11/28/2008,,2008
35736,11/18/2008,CA,Santa Barbara County,11/13/2008,11/28/2008,,2008
35814,01/07/2009,CO,Boulder County,01/07/2009,,10/06/2010,2009
36287,02/25/2009,TX,Callahan County,02/25/2009,03/04/2009,06/11/2013,2009
36288,02/27/2009,TX,Taylor County,02/27/2009,03/08/2009,06/11/2013,2009
36289,02/28/2009,TX,Bastrop County,02/28/2009,03/12/2009,06/11/2013,2009
36343,03/03/2009,TX,,03/03/2009,03/18/2009,06/11/2013,2009
36353,03/05/2009,OK,,03/05/2009,,07/10/2012,2009
36354,03/05/2009,TX,Taylor County,03/05/2009,03/10/2009,06/11/2013,2009
36376,03/20/2009,TX,Midland County,03/20/2009,03/22/2009,06/11/2013,2009
36436,04/03/2009,TX,Live Oak County,04/02/2009,04/05/2009,06/11/2013,2009
36437,04/04/2009,TX,Wheeler County,04/04/2009,04/12/2009,06/11/2013,2009
36438,04/05/2009,TX,Aransas County,04/05/2009,04/07/2009,06/11/2013,2009
36439,04/07/2009,TX,Callahan County,04/07/2009,04/12/2009,06/11/2013,2009
36470,04/10/2009,TX,Hamilton County,04/09/2009,04/11/2009,01/14/2014,2009
36471,04/10/2009,TX,Palo Pinto County,04/09/2009,04/16/2009,06/11/2013,2009
36472,04/10/2009,OK,Payne County,04/13/2009,,04/01/2013,2009
36473,04/10/2009,OK,Stephens County,04/09/2009,,04/01/2013,2009
36474,04/10/2009,OK,Carter County,04/09/2009,,07/26/2012,2009
36475,04/10/2009,TX,Stephens County,04/09/2009,04/16/2009,06/11/2013,2009
36476,04/10/2009,OK,McClain County,04/09/2009,,07/26/2012,2009
36477,04/10/2009,OK,Oklahoma County,04/09/2009,,07/26/2012,2009
36478,04/10/2009,TX,,04/09/2009,04/16/2009,12/31/2013,2009
36479,04/10/2009,TX,Bastrop County,04/09/2009,04/16/2009,12/31/2013,2009
36480,04/10/2009,TX,Wichita County,04/09/2009,04/14/2009,06/11/2013,2009
36520,04/23/2009,SC,Horry County,04/23/2009,,12/30/2015,2009
36594,05/06/2009,CA,Santa Barbara County,05/05/2009,05/22/2009,09/29/2011,2009
36595,05/07/2009,NM,Otero County,05/06/2009,05/14/2009,02/06/2012,2009
36613,05/12/2009,FL,Martin County,05/11/2009,,12/17/2012,2009
36614,05/14/2009,AK,Kenai Peninsula Borough,05/12/2009,05/20/2009,11/01/2011,2009
36631,05/18/2009,AZ,Cochise County,05/18/2009,05/20/2009,05/09/2011,2009
36727,06/19/2009,OK,Carter County,04/09/2009,04/12/2009,,2009
36728,06/19/2009,OK,Cleveland County,04/09/2009,04/12/2009,,2009
36729,06/19/2009,OK,Grady County,04/09/2009,04/12/2009,,2009
36730,06/19/2009,OK,Lincoln County,04/09/2009,04/12/2009,,2009
36731,06/19/2009,OK,McClain County,04/09/2009,04/12/2009,,2009
36732,06/19/2009,OK,Murray County,04/09/2009,04/12/2009,,2009
36733,06/19/2009,OK,Oklahoma County,04/09/2009,04/12/2009,,2009
36734,06/19/2009,OK,Payne County,04/09/2009,04/12/2009,,2009
36735,06/19/2009,OK,Stephens County,04/09/2009,04/12/2009,,2009
36865,07/17/2009,NV,Washoe County,07/15/2009,07/20/2009,05/03/2011,2009
36866,07/29/2009,WA,Chelan County,07/28/2009,08/02/2009,05/16/2011,2009
36894,08/13/2009,CA,Santa Cruz County,08/12/2009,08/23/2009,09/29/2011,2009
36897,08/15/2009,CA,Nevada County,08/14/2009,08/21/2009,09/29/2011,2009
36898,08/15/2009,CA,Yuba County,08/14/2009,08/21/2009,09/29/2011,2009
36905,08/22/2009,WA,Benton County,08/21/2009,08/25/2009,05/16/2011,2009
36906,08/22/2009,WA,Yakima County,08/21/2009,08/25/2009,05/16/2011,2009
36907,08/22/2009,WA,Okanogan County,08/21/2009,08/26/2009,05/16/2011,2009
36908,08/28/2009,CA,Los Angeles County,08/27/2009,09/25/2009,10/06/2011,2009
36909,08/28/2009,OR,Hood River County,08/28/2009,09/01/2009,05/30/2012,2009
36910,08/28/2009,OR,Wasco County,08/28/2009,09/01/2009,05/30/2012,2009
36911,08/28/2009,CA,Los Angeles County,08/27/2009,08/29/2009,10/06/2011,2009
36912,08/30/2009,UT,Washington County,07/25/2009,,01/19/2011,2009
36913,08/31/2009,AZ,Gila County,08/30/2009,09/05/2009,05/09/2011,2009
36914,08/31/2009,HI,Maui County,08/29/2009,09/07/2009,06/05/2012,2009
36915,08/31/2009,CA,San Bernardino County,08/30/2009,09/08/2009,09/29/2011,2009
36916,08/31/2009,CA,Placer County,08/30/2009,09/04/2009,10/07/2011,2009
36923,09/01/2009,CA,San Bernardino County,08/31/2009,09/05/2009,09/29/2011,2009
36924,09/04/2009,MT,Stillwater County,09/03/2009,09/05/2009,01/22/2015,2009
36925,09/22/2009,CA,Ventura County,09/22/2009,09/29/2009,10/07/2011,2009
36926,09/22/2009,OR,Jackson County,09/21/2009,09/24/2009,,2009
36960,10/03/2009,AZ,Coconino County,10/02/2009,10/08/2009,11/18/2010,2009
36961,10/04/2009,CA,San Bernardino County,10/03/2009,10/09/2009,10/07/2011,2009
36962,10/24/2009,PR,Bayamon Municipio,10/23/2009,10/26/2009,11/02/2015,2009
36963,10/24/2009,PR,Catano Municipio,10/23/2009,10/26/2009,11/02/2015,2009
36964,10/24/2009,PR,Guaynabo Municipio,10/23/2009,10/26/2009,11/02/2015,2009
36965,10/24/2009,PR,San Juan Municipio,10/23/2009,10/26/2009,11/02/2015,2009
36966,10/24/2009,PR,Toa Baja Municipio,10/23/2009,10/26/2009,11/02/2015,2009
38183,05/24/2010,NM,Sandoval County,05/23/2010,,03/20/2012,2010
38184,06/02/2010,NM,Sandoval County,06/01/2010,,03/20/2012,2010
38185,06/09/2010,HI,Maui County,06/08/2010,06/13/2010,01/08/2013,2010
38186,06/19/2010,AZ,Coconino County,06/19/2010,06/30/2010,10/07/2011,2010
38187,06/20/2010,AZ,Coconino County,06/20/2010,06/26/2010,11/17/2011,2010
38228,07/01/2010,NV,Clark County,07/01/2010,07/06/2010,05/03/2011,2010
38311,07/19/2010,WA,Yakima County,07/18/2010,07/21/2010,08/28/2013,2010
38336,07/27/2010,CA,Kern County,07/26/2010,07/30/2010,11/27/2012,2010
38337,07/28/2010,CA,Kern County,07/27/2010,08/02/2010,11/27/2012,2010
38403,07/30/2010,CA,Los Angeles County,07/29/2010,08/03/2010,11/27/2012,2010
38517,08/24/2010,CA,Kern County,08/24/2010,08/29/2010,11/27/2012,2010
38518,08/26/2010,ID,Valley County,08/26/2010,09/03/2010,06/12/2012,2010
38519,08/27/2010,WA,Stevens County,08/26/2010,08/31/2010,06/12/2012,2010
38560,09/06/2010,CO,Boulder County,09/06/2010,09/17/2010,08/07/2012,2010
38561,09/10/2010,CA,San Mateo County,09/09/2010,09/11/2010,11/27/2012,2010
38562,09/12/2010,CO,Larimer County,09/12/2010,09/17/2010,11/23/2012,2010
38570,09/15/2010,CA,Kern County,09/14/2010,09/20/2010,11/27/2012,2010
38581,09/19/2010,UT,Salt Lake County,09/19/2010,,09/06/2012,2010
38934,02/20/2011,VA,Warren County,02/19/2011,,08/31/2011,2011
38935,02/20/2011,VA,Rockingham County,02/19/2011,,08/31/2011,2011
38936,02/27/2011,TX,Randall County,02/27/2011,,02/04/2014,2011
38937,02/27/2011,TX,Motley County,02/27/2011,,02/04/2014,2011
38938,02/27/2011,TX,Potter County,02/27/2011,,02/04/2014,2011
38939,02/28/2011,TX,Mitchell County,02/27/2011,,02/04/2014,2011
38955,03/08/2011,NM,Grant County,03/07/2011,03/11/2011,04/22/2014,2011
38956,03/11/2011,OK,Oklahoma County,03/11/2011,03/14/2011,01/29/2015,2011
38957,03/11/2011,OK,Oklahoma County,03/11/2011,03/14/2011,03/25/2015,2011
38958,03/11/2011,TX,Jack County,03/11/2011,03/17/2011,04/06/2015,2011
38959,03/12/2011,OK,Pottawatomie County,03/12/2011,03/15/2011,01/29/2015,2011
38960,03/12/2011,OK,McClain County,03/12/2011,03/15/2011,01/29/2015,2011
38961,03/12/2011,TX,Bosque County,03/11/2011,03/17/2011,12/16/2014,2011
38962,03/12/2011,TX,Somervell County,03/11/2011,03/17/2011,12/16/2014,2011
39028,03/21/2011,CO,Jefferson County,03/21/2011,03/26/2011,08/14/2013,2011
39106,03/24/2011,OK,Osage County,03/24/2011,03/27/2011,01/29/2015,2011
39117,03/25/2011,GA,Long County,03/25/2011,04/25/2011,05/31/2016,2011
39118,03/25/2011,GA,Coffee County,03/24/2011,,05/31/2016,2011
39132,04/03/2011,TX,Ector County,04/03/2011,04/06/2011,11/18/2014,2011
39133,04/03/2011,TX,Midland County,04/03/2011,04/06/2011,11/18/2014,2011
39134,04/03/2011,NM,Bernalillo County,04/03/2011,04/20/2011,07/08/2013,2011
39135,04/03/2011,NM,Lincoln County,04/03/2011,04/20/2011,07/08/2013,2011
39136,04/03/2011,OK,Texas County,04/03/2011,04/05/2011,01/29/2015,2011
39137,04/03/2011,KS,Haskell County,04/03/2011,04/04/2011,05/21/2012,2011
39138,04/03/2011,KS,Stevens County,04/03/2011,04/04/2011,05/21/2012,2011
39139,04/03/2011,CO,Larimer County,04/03/2011,04/11/2011,11/07/2014,2011
39151,04/05/2011,TX,Webb County,04/04/2011,04/08/2011,12/16/2014,2011
39152,04/06/2011,OK,Oklahoma County,04/06/2011,04/09/2011,03/25/2015,2011
39178,04/09/2011,TX,Midland County,04/09/2011,04/20/2011,11/13/2014,2011
39179,04/09/2011,TX,Jeff Davis County,04/09/2011,05/15/2011,04/28/2015,2011
39180,04/09/2011,TX,Presidio County,04/09/2011,05/15/2011,04/28/2015,2011
39181,04/09/2011,TX,King County,04/06/2011,04/23/2011,03/31/2015,2011
39182,04/09/2011,TX,Knox County,04/06/2011,04/23/2011,03/31/2015,2011
39183,04/09/2011,TX,Stonewall County,04/06/2011,04/23/2011,03/31/2015,2011
39184,04/10/2011,OK,Pawnee County,04/09/2011,04/12/2011,01/29/2015,2011
39185,04/15/2011,TX,Coke County,04/11/2011,05/04/2011,04/23/2015,2011
39186,04/15/2011,TX,Tom Green County,04/11/2011,05/04/2011,04/23/2015,2011
39187,04/15/2011,TX,Wichita County,04/15/2011,04/20/2011,11/13/2014,2011
39188,04/15/2011,OK,Comanche County,04/15/2011,04/19/2011,01/29/2015,2011
39189,04/15/2011,TX,Fisher County,04/11/2011,04/23/2011,04/28/2015,2011
39190,04/15/2011,TX,Kent County,04/11/2011,04/23/2011,04/28/2015,2011
39191,04/15/2011,TX,Stonewall County,04/11/2011,04/23/2011,04/28/2015,2011
39192,04/15/2011,TX,Palo Pinto County,04/13/2011,05/12/2011,05/26/2015,2011
39193,04/15/2011,TX,Stephens County,04/13/2011,05/12/2011,05/26/2015,2011
39194,04/15/2011,TX,Young County,04/13/2011,05/12/2011,05/26/2015,2011
39195,04/16/2011,TX,Palo Pinto County,04/16/2011,05/04/2011,02/04/2014,2011
39196,04/16/2011,TX,Stephens County,04/16/2011,05/04/2011,02/04/2014,2011
39197,04/16/2011,TX,Young County,04/16/2011,05/04/2011,02/04/2014,2011
39198,04/16/2011,TX,Eastland County,04/15/2011,04/18/2011,11/18/2014,2011
39199,04/16/2011,TX,Palo Pinto County,04/09/2011,05/12/2011,02/04/2014,2011
39200,04/16/2011,TX,Stephens County,04/09/2011,05/12/2011,02/04/2014,2011
39201,04/16/2011,TX,Young County,04/09/2011,05/12/2011,02/04/2014,2011
39202,04/17/2011,TX,Travis County,04/17/2011,04/19/2011,12/16/2014,2011
39203,04/17/2011,NM,Curry County,04/17/2011,04/21/2011,04/22/2014,2011
39204,04/17/2011,NM,Roosevelt County,04/17/2011,04/21/2011,04/22/2014,2011
39205,04/17/2011,TX,Jack County,04/15/2011,04/22/2011,11/18/2014,2011
39229,04/21/2011,TX,Clay County,04/14/2011,04/17/2011,11/18/2014,2011
39230,04/22/2011,NE,Thomas County,04/22/2011,,10/11/2012,2011
39233,04/27/2011,FL,Collier County,04/26/2011,05/31/2011,01/11/2016,2011
39301,04/27/2011,TX,Ector County,04/26/2011,05/04/2011,12/16/2014,2011
39435,04/29/2011,TX,Kimble County,04/26/2011,05/14/2011,03/31/2015,2011
39436,04/30/2011,TX,Archer County,04/29/2011,05/01/2011,12/16/2014,2011
39437,04/30/2011,TX,Wichita County,04/29/2011,05/01/2011,12/16/2014,2011
39438,04/30/2011,TX,Wilbarger County,04/29/2011,05/01/2011,11/18/2014,2011
39680,05/08/2011,TX,Brewster County,05/08/2011,05/19/2011,12/16/2014,2011
39740,05/09/2011,TX,Howard County,05/09/2011,05/14/2011,11/18/2014,2011
39750,05/09/2011,AZ,Cochise County,05/08/2011,06/21/2011,06/06/2012,2011
39918,05/22/2011,AK,Fairbanks North Star Borough,05/20/2011,06/02/2011,11/20/2013,2011
39919,05/24/2011,TX,Midland County,05/24/2011,05/31/2011,12/16/2014,2011
39930,05/29/2011,TX,Potter County,05/29/2011,06/01/2011,12/16/2014,2011
39931,05/29/2011,TX,Randall County,05/29/2011,06/01/2011,11/13/2014,2011
39932,05/29/2011,TX,Hutchinson County,05/29/2011,05/31/2011,11/18/2014,2011
39933,06/02/2011,AZ,Apache County,06/01/2011,06/28/2011,06/03/2014,2011
39934,06/02/2011,AZ,Greenlee County,06/01/2011,06/28/2011,06/03/2014,2011
39935,06/02/2011,TX,Jeff Davis County,06/02/2011,06/12/2011,01/08/2015,2011
39936,06/03/2011,TX,Shackelford County,06/03/2011,06/11/2011,12/16/2014,2011
40001,06/10/2011,NM,Catron County,06/10/2011,07/12/2011,09/01/2015,2011
40002,06/12/2011,AZ,Cochise County,06/12/2011,06/26/2011,06/03/2014,2011
40003,06/12/2011,NM,Colfax County,06/12/2011,07/28/2011,07/06/2016,2011
40014,06/15/2011,GA,Brantley County,06/15/2011,07/27/2011,05/31/2016,2011
