,declaration_date,state,county,start_date,end_date,close_date,year
338,09/01/1999,TX,Brazoria County,08/01/1999,12/10/1999,07/09/2002,1999
339,09/01/1999,TX,Brazos County,08/01/1999,12/10/1999,07/09/2002,1999
340,09/01/1999,TX,Brewster County,08/01/1999,12/10/1999,07/09/2002,1999
341,09/01/1999,TX,Briscoe County,08/01/1999,12/10/1999,07/09/2002,1999
342,09/01/1999,TX,Brown County,08/01/1999,12/10/1999,07/09/2002,1999
343,09/01/1999,TX,Burleson County,08/01/1999,12/10/1999,07/09/2002,1999
344,09/01/1999,TX,Burnet County,08/01/1999,12/10/1999,07/09/2002,1999
345,09/01/1999,TX,Caldwell County,08/01/1999,12/10/1999,07/09/2002,1999
346,09/01/1999,TX,Calhoun County,08/01/1999,12/10/1999,07/09/2002,1999
347,09/01/1999,TX,Callahan County,08/01/1999,12/10/1999,07/09/2002,1999
348,09/01/1999,TX,Camp County,08/01/1999,12/10/1999,07/09/2002,1999
349,09/01/1999,TX,Carson County,08/01/1999,12/10/1999,07/09/2002,1999
350,09/01/1999,TX,Cass County,08/01/1999,12/10/1999,07/09/2002,1999
351,09/01/1999,TX,Castro County,08/01/1999,12/10/1999,07/09/2002,1999
352,09/01/1999,TX,Chambers County,08/01/1999,12/10/1999,07/09/2002,1999
353,09/01/1999,TX,Cherokee County,08/01/1999,12/10/1999,07/09/2002,1999
354,09/01/1999,TX,Childress County,08/01/1999,12/10/1999,07/09/2002,1999
355,09/01/1999,TX,Clay County,08/01/1999,12/10/1999,07/09/2002,1999
356,09/01/1999,TX,Cochran County,08/01/1999,12/10/1999,07/09/2002,1999
357,09/01/1999,TX,Coke County,08/01/1999,12/10/1999,07/09/2002,1999
358,09/01/1999,TX,Coleman County,08/01/1999,12/10/1999,07/09/2002,1999
359,09/01/1999,TX,Collin County,08/01/1999,12/10/1999,07/09/2002,1999
360,09/01/1999,TX,Collingsworth County,08/01/1999,12/10/1999,07/09/2002,1999
361,09/01/1999,TX,Colorado County,08/01/1999,12/10/1999,07/09/2002,1999
362,09/01/1999,TX,Comal County,08/01/1999,12/10/1999,07/09/2002,1999
363,09/01/1999,TX,Comanche County,08/01/1999,12/10/1999,07/09/2002,1999
364,09/01/1999,TX,Concho County,08/01/1999,12/10/1999,07/09/2002,1999
365,09/01/1999,TX,Cooke County,08/01/1999,12/10/1999,07/09/2002,1999
366,09/01/1999,TX,Coryell County,08/01/1999,12/10/1999,07/09/2002,1999
367,09/01/1999,TX,Cottle County,08/01/1999,12/10/1999,07/09/2002,1999
368,09/01/1999,TX,Crane County,08/01/1999,12/10/1999,07/09/2002,1999
369,09/01/1999,TX,Crockett County,08/01/1999,12/10/1999,07/09/2002,1999
370,09/01/1999,TX,Crosby County,08/01/1999,12/10/1999,07/09/2002,1999
371,09/01/1999,TX,Culberson County,08/01/1999,12/10/1999,07/09/2002,1999
372,09/01/1999,TX,Dallam County,08/01/1999,12/10/1999,07/09/2002,1999
373,09/01/1999,TX,Dallas County,08/01/1999,12/10/1999,07/09/2002,1999
374,09/01/1999,TX,Dawson County,08/01/1999,12/10/1999,07/09/2002,1999
375,09/01/1999,TX,Deaf Smith County,08/01/1999,12/10/1999,07/09/2002,1999
376,09/01/1999,TX,Delta County,08/01/1999,12/10/1999,07/09/2002,1999
377,09/01/1999,TX,Denton County,08/01/1999,12/10/1999,07/09/2002,1999
378,09/01/1999,TX,DeWitt County,08/01/1999,12/10/1999,07/09/2002,1999
379,09/01/1999,TX,Dickens County,08/01/1999,12/10/1999,07/09/2002,1999
380,09/01/1999,TX,Donley County,08/01/1999,12/10/1999,07/09/2002,1999
381,09/01/1999,TX,Eastland County,08/01/1999,12/10/1999,07/09/2002,1999
382,09/01/1999,TX,Ector County,08/01/1999,12/10/1999,07/09/2002,1999
383,09/01/1999,TX,Edwards County,08/01/1999,12/10/1999,07/09/2002,1999
384,09/01/1999,TX,Ellis County,08/01/1999,12/10/1999,07/09/2002,1999
385,09/01/1999,TX,El Paso County,08/01/1999,12/10/1999,07/09/2002,1999
386,09/01/1999,TX,Erath County,08/01/1999,12/10/1999,07/09/2002,1999
387,09/01/1999,TX,Falls County,08/01/1999,12/10/1999,07/09/2002,1999
388,09/01/1999,TX,Fannin County,08/01/1999,12/10/1999,07/09/2002,1999
389,09/01/1999,TX,Fayette County,08/01/1999,12/10/1999,07/09/2002,1999
390,09/01/1999,TX,Fisher County,08/01/1999,12/10/1999,07/09/2002,1999
391,09/01/1999,TX,Floyd County,08/01/1999,12/10/1999,07/09/2002,1999
392,09/01/1999,TX,Foard County,08/01/1999,12/10/1999,07/09/2002,1999
393,09/01/1999,TX,Fort Bend County,08/01/1999,12/10/1999,07/09/2002,1999
394,09/01/1999,TX,Franklin County,08/01/1999,12/10/1999,07/09/2002,1999
395,09/01/1999,TX,Freestone County,08/01/1999,12/10/1999,07/09/2002,1999
396,09/01/1999,TX,Gaines County,08/01/1999,12/10/1999,07/09/2002,1999
397,09/01/1999,TX,Galveston County,08/01/1999,12/10/1999,07/09/2002,1999
398,09/01/1999,TX,Garza County,08/01/1999,12/10/1999,07/09/2002,1999
399,09/01/1999,TX,Gillespie County,08/01/1999,12/10/1999,07/09/2002,1999
400,09/01/1999,TX,Glasscock County,08/01/1999,12/10/1999,07/09/2002,1999
401,09/01/1999,TX,Gonzales County,08/01/1999,12/10/1999,07/09/2002,1999
402,09/01/1999,TX,Gray County,08/01/1999,12/10/1999,07/09/2002,1999
403,09/01/1999,TX,Grayson County,08/01/1999,12/10/1999,07/09/2002,1999
404,09/01/1999,TX,Gregg County,08/01/1999,12/10/1999,07/09/2002,1999
405,09/01/1999,TX,Grimes County,08/01/1999,12/10/1999,07/09/2002,1999
406,09/01/1999,TX,Guadalupe County,08/01/1999,12/10/1999,07/09/2002,1999
407,09/01/1999,TX,Hale County,08/01/1999,12/10/1999,07/09/2002,1999
408,09/01/1999,TX,Hall County,08/01/1999,12/10/1999,07/09/2002,1999
409,09/01/1999,TX,Hamilton County,08/01/1999,12/10/1999,07/09/2002,1999
410,09/01/1999,TX,Hansford County,08/01/1999,12/10/1999,07/09/2002,1999
411,09/01/1999,TX,Hardeman County,08/01/1999,12/10/1999,07/09/2002,1999
412,09/01/1999,TX,Hardin County,08/01/1999,12/10/1999,07/09/2002,1999
413,09/01/1999,TX,Harris County,08/01/1999,12/10/1999,07/09/2002,1999
414,09/01/1999,TX,Harrison County,08/01/1999,12/10/1999,07/09/2002,1999
415,09/01/1999,TX,Hartley County,08/01/1999,12/10/1999,07/09/2002,1999
416,09/01/1999,TX,Haskell County,08/01/1999,12/10/1999,07/09/2002,1999
417,09/01/1999,TX,Hays County,08/01/1999,12/10/1999,07/09/2002,1999
418,09/01/1999,TX,Hemphill County,08/01/1999,12/10/1999,07/09/2002,1999
419,09/01/1999,TX,Henderson County,08/01/1999,12/10/1999,07/09/2002,1999
420,09/01/1999,TX,Hill County,08/01/1999,12/10/1999,07/09/2002,1999
421,09/01/1999,TX,Hockley County,08/01/1999,12/10/1999,07/09/2002,1999
422,09/01/1999,TX,Hood County,08/01/1999,12/10/1999,07/09/2002,1999
423,09/01/1999,TX,Hopkins County,08/01/1999,12/10/1999,07/09/2002,1999
424,09/01/1999,TX,Houston County,08/01/1999,12/10/1999,07/09/2002,1999
425,09/01/1999,TX,Howard County,08/01/1999,12/10/1999,07/09/2002,1999
426,09/01/1999,TX,Hudspeth County,08/01/1999,12/10/1999,07/09/2002,1999
427,09/01/1999,TX,Hunt County,08/01/1999,12/10/1999,07/09/2002,1999
428,09/01/1999,TX,Hutchinson County,08/01/1999,12/10/1999,07/09/2002,1999
429,09/01/1999,TX,Irion County,08/01/1999,12/10/1999,07/09/2002,1999
430,09/01/1999,TX,Jack County,08/01/1999,12/10/1999,07/09/2002,1999
431,09/01/1999,TX,Jackson County,08/01/1999,12/10/1999,07/09/2002,1999
432,09/01/1999,TX,Jasper County,08/01/1999,12/10/1999,07/09/2002,1999
433,09/01/1999,TX,Jeff Davis County,08/01/1999,12/10/1999,07/09/2002,1999
434,09/01/1999,TX,Jefferson County,08/01/1999,12/10/1999,07/09/2002,1999
435,09/01/1999,TX,Johnson County,08/01/1999,12/10/1999,07/09/2002,1999
436,09/01/1999,TX,Jones County,08/01/1999,12/10/1999,07/09/2002,1999
437,09/01/1999,TX,Kaufman County,08/01/1999,12/10/1999,07/09/2002,1999
438,09/01/1999,TX,Kendall County,08/01/1999,12/10/1999,07/09/2002,1999
439,09/01/1999,TX,Kent County,08/01/1999,12/10/1999,07/09/2002,1999
440,09/01/1999,TX,Kerr County,08/01/1999,12/10/1999,07/09/2002,1999
441,09/01/1999,TX,Kimble County,08/01/1999,12/10/1999,07/09/2002,1999
442,09/01/1999,TX,King County,08/01/1999,12/10/1999,07/09/2002,1999
443,09/01/1999,TX,Kinney County,08/01/1999,12/10/1999,07/09/2002,1999
444,09/01/1999,TX,Knox County,08/01/1999,12/10/1999,07/09/2002,1999
445,09/01/1999,TX,Lamar County,08/01/1999,12/10/1999,07/09/2002,1999
446,09/01/1999,TX,Lamb County,08/01/1999,12/10/1999,07/09/2002,1999
447,09/01/1999,TX,Lampasas County,08/01/1999,12/10/1999,07/09/2002,1999
448,09/01/1999,TX,Lavaca County,08/01/1999,12/10/1999,07/09/2002,1999
449,09/01/1999,TX,Lee County,08/01/1999,12/10/1999,07/09/2002,1999
450,09/01/1999,TX,Leon County,08/01/1999,12/10/1999,07/09/2002,1999
451,09/01/1999,TX,Liberty County,08/01/1999,12/10/1999,07/09/2002,1999
452,09/01/1999,TX,Limestone County,08/01/1999,12/10/1999,07/09/2002,1999
453,09/01/1999,TX,Lipscomb County,08/01/1999,12/10/1999,07/09/2002,1999
454,09/01/1999,TX,Llano County,08/01/1999,12/10/1999,07/09/2002,1999
455,09/01/1999,TX,Loving County,08/01/1999,12/10/1999,07/09/2002,1999
456,09/01/1999,TX,Lubbock County,08/01/1999,12/10/1999,07/09/2002,1999
457,09/01/1999,TX,Lynn County,08/01/1999,12/10/1999,07/09/2002,1999
458,09/01/1999,TX,McCulloch County,08/01/1999,12/10/1999,07/09/2002,1999
459,09/01/1999,TX,McLennan County,08/01/1999,12/10/1999,07/09/2002,1999
460,09/01/1999,TX,Madison County,08/01/1999,12/10/1999,07/09/2002,1999
461,09/01/1999,TX,Marion County,08/01/1999,12/10/1999,07/09/2002,1999
462,09/01/1999,TX,Martin County,08/01/1999,12/10/1999,07/09/2002,1999
463,09/01/1999,TX,Mason County,08/01/1999,12/10/1999,07/09/2002,1999
464,09/01/1999,TX,Matagorda County,08/01/1999,12/10/1999,07/09/2002,1999
465,09/01/1999,TX,Medina County,08/01/1999,12/10/1999,07/09/2002,1999
466,09/01/1999,TX,Menard County,08/01/1999,12/10/1999,07/09/2002,1999
467,09/01/1999,TX,Midland County,08/01/1999,12/10/1999,07/09/2002,1999
468,09/01/1999,TX,Milam County,08/01/1999,12/10/1999,07/09/2002,1999
469,09/01/1999,TX,Mills County,08/01/1999,12/10/1999,07/09/2002,1999
470,09/01/1999,TX,Mitchell County,08/01/1999,12/10/1999,07/09/2002,1999
471,09/01/1999,TX,Montague County,08/01/1999,12/10/1999,07/09/2002,1999
472,09/01/1999,TX,Montgomery County,08/01/1999,12/10/1999,07/09/2002,1999
473,09/01/1999,TX,Moore County,08/01/1999,12/10/1999,07/09/2002,1999
474,09/01/1999,TX,Morris County,08/01/1999,12/10/1999,07/09/2002,1999
475,09/01/1999,TX,Motley County,08/01/1999,12/10/1999,07/09/2002,1999
476,09/01/1999,TX,Nacogdoches County,08/01/1999,12/10/1999,07/09/2002,1999
477,09/01/1999,TX,Navarro County,08/01/1999,12/10/1999,07/09/2002,1999
478,09/01/1999,TX,Newton County,08/01/1999,12/10/1999,07/09/2002,1999
479,09/01/1999,TX,Nolan County,08/01/1999,12/10/1999,07/09/2002,1999
480,09/01/1999,TX,Ochiltree County,08/01/1999,12/10/1999,07/09/2002,1999
481,09/01/1999,TX,Oldham County,08/01/1999,12/10/1999,07/09/2002,1999
482,09/01/1999,TX,Orange County,08/01/1999,12/10/1999,07/09/2002,1999
483,09/01/1999,TX,Palo Pinto County,08/01/1999,12/10/1999,07/09/2002,1999
484,09/01/1999,TX,Panola County,08/01/1999,12/10/1999,07/09/2002,1999
485,09/01/1999,TX,Parker County,08/01/1999,12/10/1999,07/09/2002,1999
486,09/01/1999,TX,Parmer County,08/01/1999,12/10/1999,07/09/2002,1999
487,09/01/1999,TX,Pecos County,08/01/1999,12/10/1999,07/09/2002,1999
488,09/01/1999,TX,Polk County,08/01/1999,12/10/1999,07/09/2002,1999
489,09/01/1999,TX,Potter County,08/01/1999,12/10/1999,07/09/2002,1999
490,09/01/1999,TX,Presidio County,08/01/1999,12/10/1999,07/09/2002,1999
491,09/01/1999,TX,Rains County,08/01/1999,12/10/1999,07/09/2002,1999
492,09/01/1999,TX,Randall County,08/01/1999,12/10/1999,07/09/2002,1999
493,09/01/1999,TX,Reagan County,08/01/1999,12/10/1999,07/09/2002,1999
494,09/01/1999,TX,Real County,08/01/1999,12/10/1999,07/09/2002,1999
495,09/01/1999,TX,Red River County,08/01/1999,12/10/1999,07/09/2002,1999
496,09/01/1999,TX,Reeves County,08/01/1999,12/10/1999,07/09/2002,1999
497,09/01/1999,TX,Roberts County,08/01/1999,12/10/1999,07/09/2002,1999
498,09/01/1999,TX,Robertson County,08/01/1999,12/10/1999,07/09/2002,1999
499,09/01/1999,TX,Rockwall County,08/01/1999,12/10/1999,07/09/2002,1999
500,09/01/1999,TX,Runnels County,08/01/1999,12/10/1999,07/09/2002,1999
501,09/01/1999,TX,Rusk County,08/01/1999,12/10/1999,07/09/2002,1999
502,09/01/1999,TX,Sabine County,08/01/1999,12/10/1999,07/09/2002,1999
503,09/01/1999,TX,San Augustine County,08/01/1999,12/10/1999,07/09/2002,1999
504,09/01/1999,TX,San Jacinto County,08/01/1999,12/10/1999,07/09/2002,1999
505,09/01/1999,TX,San Saba County,08/01/1999,12/10/1999,07/09/2002,1999
506,09/01/1999,TX,Schleicher County,08/01/1999,12/10/1999,07/09/2002,1999
507,09/01/1999,TX,Scurry County,08/01/1999,12/10/1999,07/09/2002,1999
508,09/01/1999,TX,Shackelford County,08/01/1999,12/10/1999,07/09/2002,1999
509,09/01/1999,TX,Shelby County,08/01/1999,12/10/1999,07/09/2002,1999
510,09/01/1999,TX,Sherman County,08/01/1999,12/10/1999,07/09/2002,1999
511,09/01/1999,TX,Smith County,08/01/1999,12/10/1999,07/09/2002,1999
512,09/01/1999,TX,Somervell County,08/01/1999,12/10/1999,07/09/2002,1999
513,09/01/1999,TX,Stephens County,08/01/1999,12/10/1999,07/09/2002,1999
514,09/01/1999,TX,Sterling County,08/01/1999,12/10/1999,07/09/2002,1999
515,09/01/1999,TX,Stonewall County,08/01/1999,12/10/1999,07/09/2002,1999
516,09/01/1999,TX,Sutton County,08/01/1999,12/10/1999,07/09/2002,1999
517,09/01/1999,TX,Swisher County,08/01/1999,12/10/1999,07/09/2002,1999
518,09/01/1999,TX,Tarrant County,08/01/1999,12/10/1999,07/09/2002,1999
519,09/01/1999,TX,Taylor County,08/01/1999,12/10/1999,07/09/2002,1999
520,09/01/1999,TX,Terrell County,08/01/1999,12/10/1999,07/09/2002,1999
521,09/01/1999,TX,Terry County,08/01/1999,12/10/1999,07/09/2002,1999
522,09/01/1999,TX,Throckmorton County,08/01/1999,12/10/1999,07/09/2002,1999
523,09/01/1999,TX,Titus County,08/01/1999,12/10/1999,07/09/2002,1999
524,09/01/1999,TX,Tom Green County,08/01/1999,12/10/1999,07/09/2002,1999
525,09/01/1999,TX,Travis County,08/01/1999,12/10/1999,07/09/2002,1999
526,09/01/1999,TX,Trinity County,08/01/1999,12/10/1999,07/09/2002,1999
527,09/01/1999,TX,Tyler County,08/01/1999,12/10/1999,07/09/2002,1999
528,09/01/1999,TX,Upshur County,08/01/1999,12/10/1999,07/09/2002,1999
529,09/01/1999,TX,Upton County,08/01/1999,12/10/1999,07/09/2002,1999
530,09/01/1999,TX,Uvalde County,08/01/1999,12/10/1999,07/09/2002,1999
531,09/01/1999,TX,Val Verde County,08/01/1999,12/10/1999,07/09/2002,1999
532,09/01/1999,TX,Van Zandt County,08/01/1999,12/10/1999,07/09/2002,1999
533,09/01/1999,TX,Victoria County,08/01/1999,12/10/1999,07/09/2002,1999
534,09/01/1999,TX,Walker County,08/01/1999,12/10/1999,07/09/2002,1999
535,09/01/1999,TX,Waller County,08/01/1999,12/10/1999,07/09/2002,1999
536,09/01/1999,TX,Ward County,08/01/1999,12/10/1999,07/09/2002,1999
537,09/01/1999,TX,Washington County,08/01/1999,12/10/1999,07/09/2002,1999
538,09/01/1999,TX,Wharton County,08/01/1999,12/10/1999,07/09/2002,1999
539,09/01/1999,TX,Wheeler County,08/01/1999,12/10/1999,07/09/2002,1999
540,09/01/1999,TX,Wichita County,08/01/1999,12/10/1999,07/09/2002,1999
541,09/01/1999,TX,Wilbarger County,08/01/1999,12/10/1999,07/09/2002,1999
542,09/01/1999,TX,Williamson County,08/01/1999,12/10/1999,07/09/2002,1999
543,09/01/1999,TX,Wilson County,08/01/1999,12/10/1999,07/09/2002,1999
544,09/01/1999,TX,Winkler County,08/01/1999,12/10/1999,07/09/2002,1999
545,09/01/1999,TX,Wise County,08/01/1999,12/10/1999,07/09/2002,1999
546,09/01/1999,TX,Wood County,08/01/1999,12/10/1999,07/09/2002,1999
547,09/01/1999,TX,Yoakum County,08/01/1999,12/10/1999,07/09/2002,1999
548,09/01/1999,TX,Young County,08/01/1999,12/10/1999,07/09/2002,1999
549,09/01/1999,CA,Butte County,08/24/1999,11/29/1999,12/13/2010,1999
550,09/01/1999,CA,Humboldt County,08/24/1999,11/29/1999,12/13/2010,1999
551,09/01/1999,CA,Napa County,08/24/1999,11/29/1999,12/13/2010,1999
552,09/01/1999,CA,Plumas County,08/24/1999,11/29/1999,12/13/2010,1999
553,09/01/1999,CA,San Bernardino County,08/24/1999,11/29/1999,12/13/2010,1999
554,09/01/1999,CA,Shasta County,08/24/1999,11/29/1999,12/13/2010,1999
555,09/01/1999,CA,Tehama County,08/24/1999,11/29/1999,12/13/2010,1999
556,09/01/1999,CA,Trinity County,08/24/1999,11/29/1999,12/13/2010,1999
557,09/01/1999,CA,Tuolumne County,08/24/1999,11/29/1999,12/13/2010,1999
558,09/01/1999,CA,Yuba County,08/24/1999,11/29/1999,12/13/2010,1999
559,09/16/1999,TX,Burnet County,09/16/1999,09/18/1999,07/03/2002,1999
560,09/18/1999,AL,Jackson County,09/15/1999,,10/24/2002,1999
561,09/18/1999,AL,Franklin County,09/10/1999,,10/24/2002,1999
562,09/18/1999,AL,Shelby County,09/17/1999,,10/24/2002,1999
563,09/18/1999,AL,Fayette County,09/17/1999,,10/25/2002,1999
564,09/18/1999,AL,Washington County,09/17/1999,,10/25/2002,1999
565,09/18/1999,AL,DeKalb County,09/15/1999,,10/25/2002,1999
566,09/19/1999,TX,San Saba County,09/19/1999,09/28/1999,07/08/2002,1999
567,09/24/1999,AL,Walker County,09/16/1998,,10/31/2002,1999
568,10/26/1999,TX,Coryell County,10/26/1999,10/26/1999,07/05/2002,1999
569,11/20/1999,KY,Floyd County,11/16/1999,,09/26/2002,1999
570,11/20/1999,KY,Martin County,11/16/1999,,09/26/2002,1999
571,11/20/1999,KY,Pike County,11/16/1999,,09/26/2002,1999
572,11/22/1999,TX,Fayette County,11/22/1999,11/22/1999,07/05/2002,1999
573,12/06/1999,MA,"Worcester County in PMSA 1120,2600,9240",12/03/1999,12/13/1999,05/16/2003,1999
574,01/03/2000,TX,Wise County,01/03/2000,01/03/2000,11/15/2000,2000
575,01/04/2000,TX,Comal County,01/04/2000,01/04/2000,11/15/2000,2000
576,01/05/2000,TX,Bastrop County,01/05/2000,01/05/2000,11/15/2000,2000
577,01/13/2000,NV,Elko County,08/06/1999,08/06/1999,10/23/2002,2000
578,02/29/2000,WA,Benton County,06/28/2000,,02/21/2002,2000
579,03/09/2000,MO,Camden County,03/07/2000,03/11/2000,12/04/2003,2000
580,03/20/2000,HI,Hawaii County,03/20/2000,03/23/2000,11/13/2007,2000
581,04/11/2000,FL,Collier County,04/11/2000,,06/06/2006,2000
582,04/20/2000,NM,Socorro County,04/18/2000,04/30/2000,07/15/2002,2000
583,04/20/2000,NM,Valencia County,04/18/2000,04/30/2000,07/15/2002,2000
584,05/08/2000,NM,Lincoln County,05/07/2000,06/30/2000,07/16/2002,2000
585,05/10/2000,NM,Bernalillo County,05/05/2000,07/07/2000,03/25/2008,2000
586,05/10/2000,NM,Catron County,05/05/2000,07/07/2000,03/25/2008,2000
587,05/10/2000,NM,Chaves County,05/05/2000,07/07/2000,03/25/2008,2000
588,05/10/2000,NM,Cibola County,05/05/2000,07/07/2000,03/25/2008,2000
589,05/10/2000,NM,Colfax County,05/05/2000,07/07/2000,03/25/2008,2000
590,05/10/2000,NM,Curry County,05/05/2000,07/07/2000,03/25/2008,2000
591,05/10/2000,NM,DeBaca County,05/05/2000,07/07/2000,03/25/2008,2000
592,05/10/2000,NM,Dona Ana County,05/05/2000,07/07/2000,03/25/2008,2000
593,05/10/2000,NM,Eddy County,05/05/2000,07/07/2000,03/25/2008,2000
594,05/10/2000,NM,Grant County,05/05/2000,07/07/2000,03/25/2008,2000
595,05/10/2000,NM,Guadalupe County,05/05/2000,07/07/2000,03/25/2008,2000
596,05/10/2000,NM,Harding County,05/05/2000,07/07/2000,03/25/2008,2000
597,05/10/2000,NM,Hidalgo County,05/05/2000,07/07/2000,03/25/2008,2000
598,05/10/2000,NM,Lea County,05/05/2000,07/07/2000,03/25/2008,2000
599,05/10/2000,NM,Lincoln County,05/05/2000,07/07/2000,03/25/2008,2000
600,05/10/2000,NM,Los Alamos County,05/05/2000,07/07/2000,03/25/2008,2000
601,05/10/2000,NM,Luna County,05/05/2000,07/07/2000,03/25/2008,2000
602,05/10/2000,NM,McKinley County,05/05/2000,07/07/2000,03/25/2008,2000
603,05/10/2000,NM,Mora County,05/05/2000,07/07/2000,03/25/2008,2000
604,05/10/2000,NM,Otero County,05/05/2000,07/07/2000,03/25/2008,2000
605,05/10/2000,NM,Quay County,05/05/2000,07/07/2000,03/25/2008,2000
606,05/10/2000,NM,Rio Arriba County,05/05/2000,07/07/2000,03/25/2008,2000
607,05/10/2000,NM,Roosevelt County,05/05/2000,07/07/2000,03/25/2008,2000
608,05/10/2000,NM,Sandoval County,05/05/2000,07/07/2000,03/25/2008,2000
609,05/10/2000,NM,San Juan County,05/05/2000,07/07/2000,03/25/2008,2000
610,05/10/2000,NM,San Miguel County,05/05/2000,07/07/2000,03/25/2008,2000
611,05/10/2000,NM,Santa Fe County,05/05/2000,07/07/2000,03/25/2008,2000
612,05/10/2000,NM,Sierra County,05/05/2000,07/07/2000,03/25/2008,2000
613,05/10/2000,NM,Socorro County,05/05/2000,07/07/2000,03/25/2008,2000
614,05/10/2000,NM,Taos County,05/05/2000,07/07/2000,03/25/2008,2000
615,05/10/2000,NM,Torrance County,05/05/2000,07/07/2000,03/25/2008,2000
616,05/10/2000,NM,Union County,05/05/2000,07/07/2000,03/25/2008,2000
617,05/10/2000,NM,Valencia County,05/05/2000,07/07/2000,03/25/2008,2000
618,05/13/2000,NM,Bernalillo County,05/05/2000,06/09/2000,04/30/2013,2000
619,05/13/2000,NM,Chaves County,05/05/2000,06/09/2000,04/30/2013,2000
620,05/13/2000,NM,Cibola County,05/05/2000,06/09/2000,04/30/2013,2000
621,05/13/2000,NM,DeBaca County,05/05/2000,06/09/2000,04/30/2013,2000
622,05/13/2000,NM,Dona Ana County,05/05/2000,06/09/2000,04/30/2013,2000
623,05/13/2000,NM,Eddy County,05/05/2000,06/09/2000,04/30/2013,2000
624,05/13/2000,NM,Guadalupe County,05/05/2000,06/09/2000,04/30/2013,2000
625,05/13/2000,NM,Lincoln County,05/05/2000,06/09/2000,04/30/2013,2000
626,05/13/2000,NM,Los Alamos County,05/05/2000,06/09/2000,04/30/2013,2000
627,05/13/2000,NM,McKinley County,05/05/2000,06/09/2000,04/30/2013,2000
628,05/13/2000,NM,Mora County,05/05/2000,06/09/2000,04/30/2013,2000
629,05/13/2000,NM,Otero County,05/05/2000,06/09/2000,04/30/2013,2000
630,05/13/2000,NM,Rio Arriba County,05/05/2000,06/09/2000,04/30/2013,2000
631,05/13/2000,NM,Sandoval County,05/05/2000,06/09/2000,04/30/2013,2000
632,05/13/2000,NM,San Juan County,05/05/2000,06/09/2000,04/30/2013,2000
633,05/13/2000,NM,San Miguel County,05/05/2000,06/09/2000,04/30/2013,2000
634,05/13/2000,NM,Santa Fe County,05/05/2000,06/09/2000,04/30/2013,2000
635,05/13/2000,NM,Sierra County,05/05/2000,06/09/2000,04/30/2013,2000
636,05/13/2000,NM,Socorro County,05/05/2000,06/09/2000,04/30/2013,2000
637,05/13/2000,NM,Taos County,05/05/2000,06/09/2000,04/30/2013,2000
638,05/13/2000,NM,Torrance County,05/05/2000,06/09/2000,04/30/2013,2000
639,05/14/2000,NM,Otero County,05/11/2000,06/19/2000,07/16/2002,2000
640,05/16/2000,FL,Sarasota County,05/15/2000,,06/05/2007,2000
641,05/19/2000,FL,Citrus County,05/19/2000,,06/06/2007,2000
642,05/19/2000,FL,Hernando County,05/19/2000,,06/06/2007,2000
643,05/19/2000,FL,Lake County,05/19/2000,,06/06/2007,2000
644,05/19/2000,FL,Pasco County,05/19/2000,,06/06/2007,2000
645,05/19/2000,FL,Sumter County,05/19/2000,,06/06/2007,2000
